frame_index,mae,psnr,ssim
1.090000000000000000e+02,1.000000000000000000e+00,5.116671153749503276e+01,9.958260735662973762e-01
1.100000000000000000e+02,1.000000000000000000e+00,5.113322815567569535e+01,9.957994176065175784e-01
1.110000000000000000e+02,1.000000000000000000e+00,5.113322815567569535e+01,9.957655253166191045e-01
1.120000000000000000e+02,1.000000000000000000e+00,5.115148323196737579e+01,9.957950098145056383e-01
1.130000000000000000e+02,1.000000000000000000e+00,5.115199857230723524e+01,9.957994425191805110e-01
1.140000000000000000e+02,1.000000000000000000e+00,5.116352380198378569e+01,9.958011979681998804e-01
1.150000000000000000e+02,1.000000000000000000e+00,5.113493898682605021e+01,9.957762848308907566e-01
1.160000000000000000e+02,1.000000000000000000e+00,5.115887562656430987e+01,9.958118720420066072e-01
1.170000000000000000e+02,1.000000000000000000e+00,5.116119909241679409e+01,9.957848373831749145e-01
1.180000000000000000e+02,1.000000000000000000e+00,5.118329097873935041e+01,9.958044949564230919e-01
1.190000000000000000e+02,1.000000000000000000e+00,5.115148323196737579e+01,9.957744682722736718e-01
1.200000000000000000e+02,1.000000000000000000e+00,5.115156911777752669e+01,9.957399386124862195e-01
1.210000000000000000e+02,1.000000000000000000e+00,5.112485481124419096e+01,9.957602057122054706e-01
1.220000000000000000e+02,1.000000000000000000e+00,5.115586557528058620e+01,9.957890484176127321e-01
1.230000000000000000e+02,1.000000000000000000e+00,5.117490699620771011e+01,9.958240787992453935e-01
1.240000000000000000e+02,1.000000000000000000e+00,5.113844829904373057e+01,9.958429687448687728e-01
1.250000000000000000e+02,1.000000000000000000e+00,5.116636680461510878e+01,9.959353599100997378e-01
1.260000000000000000e+02,1.000000000000000000e+00,5.115466213867041745e+01,9.960002037053751200e-01
1.270000000000000000e+02,1.000000000000000000e+00,5.114513239065288275e+01,9.960693644407605518e-01
1.280000000000000000e+02,1.000000000000000000e+00,5.113588023131070770e+01,9.961265486364375699e-01
1.290000000000000000e+02,1.000000000000000000e+00,5.116369605220469197e+01,9.961846909466958166e-01
1.300000000000000000e+02,1.000000000000000000e+00,5.114153198615155560e+01,9.962246303583071061e-01
1.310000000000000000e+02,1.000000000000000000e+00,5.115096795277131747e+01,9.962572095971400365e-01
1.320000000000000000e+02,2.000000000000000000e+00,5.114762012737566010e+01,9.962673453713798422e-01
1.330000000000000000e+02,2.000000000000000000e+00,5.112476945210783441e+01,9.962813066981458521e-01
1.340000000000000000e+02,2.000000000000000000e+00,5.115148323196737579e+01,9.963427390759612701e-01
1.350000000000000000e+02,2.000000000000000000e+00,5.116610827291165720e+01,9.963628494014121761e-01
1.360000000000000000e+02,2.000000000000000000e+00,5.114410339904287639e+01,9.962943263485625200e-01
1.370000000000000000e+02,3.000000000000000000e+00,5.116490199507940417e+01,9.962998434042661389e-01
1.380000000000000000e+02,3.000000000000000000e+00,5.113939030448995027e+01,9.962658534891531970e-01
1.390000000000000000e+02,3.000000000000000000e+00,5.116008023146694939e+01,9.962486892291594343e-01
1.400000000000000000e+02,3.000000000000000000e+00,5.114976587234714600e+01,9.961777051309492759e-01
1.410000000000000000e+02,4.000000000000000000e+00,5.117059166912468271e+01,9.961122210250058506e-01
1.420000000000000000e+02,4.000000000000000000e+00,5.112844141078340954e+01,9.960157033553594941e-01
1.430000000000000000e+02,4.000000000000000000e+00,5.113622255261610405e+01,9.958150352713159847e-01
1.440000000000000000e+02,4.000000000000000000e+00,5.114144629860394531e+01,9.956145114836786325e-01
1.450000000000000000e+02,3.000000000000000000e+00,5.116852183419349842e+01,9.955152674540160840e-01
1.460000000000000000e+02,2.000000000000000000e+00,5.116688391419707926e+01,9.954457718922018472e-01
1.470000000000000000e+02,3.000000000000000000e+00,5.117395725628067282e+01,9.954266029874815347e-01
1.480000000000000000e+02,4.000000000000000000e+00,5.117309403654079603e+01,9.955019193192554683e-01
1.490000000000000000e+02,3.000000000000000000e+00,5.113280055317260775e+01,9.955350556542426066e-01
1.500000000000000000e+02,2.000000000000000000e+00,5.115792938562468350e+01,9.955700825911492080e-01
1.510000000000000000e+02,4.000000000000000000e+00,5.116740108535803699e+01,9.955278030488811103e-01
1.520000000000000000e+02,7.000000000000000000e+00,5.117395725628067282e+01,9.954122951320228951e-01
1.530000000000000000e+02,8.000000000000000000e+00,5.115010928994692563e+01,9.954770529960994541e-01
1.540000000000000000e+02,8.000000000000000000e+00,5.115414648218960281e+01,9.955989826403426335e-01
1.550000000000000000e+02,7.000000000000000000e+00,5.117939948960776064e+01,9.955203879896138419e-01
1.560000000000000000e+02,9.000000000000000000e+00,5.115681136661501682e+01,9.954572441931265336e-01
1.570000000000000000e+02,8.000000000000000000e+00,5.114316037086009459e+01,9.956744549018281543e-01
1.580000000000000000e+02,5.000000000000000000e+00,5.114453211591857240e+01,9.958970955925883217e-01
1.590000000000000000e+02,1.000000000000000000e+00,5.113921901557398542e+01,9.958921190660235956e-01
1.600000000000000000e+02,1.000000000000000000e+00,5.116645298526974273e+01,9.959009373484858374e-01
1.610000000000000000e+02,1.000000000000000000e+00,5.116990161453322372e+01,9.958919482144271695e-01
1.620000000000000000e+02,2.000000000000000000e+00,5.114710530629604790e+01,9.958604996033125767e-01
1.630000000000000000e+02,1.000000000000000000e+00,5.113827704727639656e+01,9.958661289318806453e-01
1.640000000000000000e+02,1.000000000000000000e+00,5.114393192414179623e+01,9.958361020147382670e-01
1.650000000000000000e+02,1.000000000000000000e+00,5.116516045498201493e+01,9.958588492614743881e-01
1.660000000000000000e+02,2.000000000000000000e+00,5.113913337364935074e+01,9.958010550127105454e-01
1.670000000000000000e+02,4.000000000000000000e+00,5.115174089449342887e+01,9.958115203595784282e-01
1.680000000000000000e+02,4.000000000000000000e+00,5.118035042054980011e+01,9.958010244489178264e-01
1.690000000000000000e+02,4.000000000000000000e+00,5.112869770984134732e+01,9.957266459198843567e-01
1.700000000000000000e+02,5.000000000000000000e+00,5.113091960216244303e+01,9.956967105454956890e-01
1.710000000000000000e+02,7.000000000000000000e+00,5.116679772499082901e+01,9.957433135384444745e-01
1.720000000000000000e+02,9.000000000000000000e+00,5.118969790792526453e+01,9.957430536432049228e-01
1.730000000000000000e+02,1.000000000000000000e+01,5.116921166956777256e+01,9.957677329085407036e-01
1.740000000000000000e+02,9.000000000000000000e+00,5.115844549148823717e+01,9.957851527685883664e-01
1.750000000000000000e+02,9.000000000000000000e+00,5.115999417717817010e+01,9.957933563196363913e-01
1.760000000000000000e+02,1.000000000000000000e+01,5.115990812459450154e+01,9.957904772012208250e-01
1.770000000000000000e+02,1.100000000000000000e+01,5.114238895462567314e+01,9.958556898066620588e-01
1.780000000000000000e+02,1.200000000000000000e+01,5.114968002219009691e+01,9.958961467371146847e-01
1.790000000000000000e+02,1.300000000000000000e+01,5.117240358426285951e+01,9.959008779011722101e-01
1.800000000000000000e+02,1.400000000000000000e+01,5.115982207371586554e+01,9.958423812341433701e-01
1.810000000000000000e+02,1.400000000000000000e+01,5.118294492735916634e+01,9.958101079771810582e-01
1.820000000000000000e+02,1.500000000000000000e+01,5.114307465117828855e+01,9.957051582091314135e-01
1.830000000000000000e+02,1.600000000000000000e+01,5.113939030448995027e+01,9.956698969003935362e-01
1.840000000000000000e+02,1.700000000000000000e+01,5.117836234781238147e+01,9.955911997460360485e-01
1.850000000000000000e+02,1.600000000000000000e+01,5.116498814667121309e+01,9.953731154404936721e-01
1.860000000000000000e+02,1.600000000000000000e+01,5.118883155415130659e+01,9.952612700399928736e-01
1.870000000000000000e+02,1.500000000000000000e+01,5.119143113412020796e+01,9.951079955100083918e-01
1.880000000000000000e+02,1.400000000000000000e+01,5.117335298444767488e+01,9.948605610437395441e-01
1.890000000000000000e+02,1.300000000000000000e+01,5.116817695759217344e+01,9.948251683557830516e-01
1.900000000000000000e+02,1.200000000000000000e+01,5.112639156265582585e+01,9.947705266614869091e-01
1.910000000000000000e+02,1.100000000000000000e+01,5.111360188574085583e+01,9.948254165249914571e-01
1.920000000000000000e+02,1.100000000000000000e+01,5.111769048588030273e+01,9.949129642632867920e-01
1.930000000000000000e+02,1.100000000000000000e+01,5.114093220881870394e+01,9.950620699559725724e-01
1.940000000000000000e+02,1.000000000000000000e+01,5.113819142392497241e+01,9.951256601863194273e-01
1.950000000000000000e+02,1.000000000000000000e+01,5.115388867690717944e+01,9.953022272918822244e-01
1.960000000000000000e+02,9.000000000000000000e+00,5.116757348943178130e+01,9.954187620971768347e-01
1.970000000000000000e+02,9.000000000000000000e+00,5.113374133425939050e+01,9.953275184648693319e-01
